Open,High,Low,P/E Ratio,Google Trends,Price Change
958.5499877929688,967.2999877929688,948.0,16.666067,92,1.0624404326631465
970.0,970.0,957.0499877929688,16.666067,100,-0.6110848694005696
961.4000244140624,987.4000244140624,960.9000244140624,16.666067,31,2.699043880055102
971.2000122070312,975.0,962.7999877929688,16.666067,29,-1.7250126839167934
967.9000244140624,967.9000244140624,948.1500244140624,16.666067,95,-0.7692320296366805
958.4500122070312,976.0,958.4500122070312,16.666067,95,0.8584360964351035
975.0,980.5,958.8499755859376,16.666067,31,-0.4075118391392084
965.0,966.2000122070312,945.9000244140624,16.666067,19,-1.7765539765510177
937.4500122070312,952.6500244140624,929.5999755859376,16.666067,100,-0.2267479842209768
945.7000122070312,955.5,943.0,16.666067,96,0.4386686187422351
963.3499755859376,968.9000244140624,937.9500122070312,16.666067,100,0.394653752033729
954.9500122070312,957.0499877929688,933.2000122070312,16.666067,22,-0.7180708143444228
950.0,973.0,950.0,16.666067,27,1.5415517894044102
961.7000122070312,970.2000122070312,952.75,16.666067,98,0.5459082804784035
972.0499877929688,1012.5,972.0,16.666067,100,3.852319099203289
1006.4500122070312,1035.550048828125,1006.4500122070312,16.666067,99,2.7285364514870496
1037.6500244140625,1045.0,1024.5,16.666067,29,1.003293508228209
1047.4000244140625,1073.6500244140625,1033.0,16.666067,27,1.012529326985372
1049.8499755859375,1053.1500244140625,1018.5499877929688,16.666067,96,-2.660332541567696
1030.199951171875,1043.8499755859375,997.5499877929688,16.666067,91,-1.6788689318722547
1018.2000122070312,1041.0,1003.75,16.666067,75,0.1737317602707724
1017.9500122070312,1024.0,1009.0,16.666067,18,1.233835028754361
1030.050048828125,1052.800048828125,1030.050048828125,16.666067,10,1.9138569582109644
1047.9000244140625,1052.300048828125,1018.5,16.666067,92,-1.8635054516255445
1025.6500244140625,1035.0,1013.8499755859376,16.666067,77,0.6802673132476007
1037.0999755859375,1048.199951171875,1010.9500122070312,16.666067,95,-0.2284635078470468
1039.0,1058.75,1024.0,16.666067,25,1.257006033038977
1055.4000244140625,1055.4000244140625,1020.0,16.666067,21,-0.3368137340874834
1024.0,1068.949951171875,1024.0,16.666067,82,1.4531865401468285
1051.75,1057.0,1013.5999755859376,16.666067,75,-2.583988259314673
1023.6500244140624,1029.0,987.0499877929688,16.666067,26,-2.2421974970189047
950.0,996.0,950.0,16.666067,16,-1.7639380181446311
988.0,1009.0499877929688,966.6500244140624,16.666067,70,1.698968614846902
1005.0,1031.0,986.2000122070312,16.666067,100,-0.885313500220353
990.4500122070312,1013.5,990.0499877929688,16.666067,93,1.4937412167248898
1005.75,1016.7000122070312,986.0499877929688,16.666067,12,-1.1137580990243237
1000.0,1000.0,965.2000122070312,16.666067,17,-2.5794472832174806
967.9000244140624,971.3499755859376,951.7000122070312,16.666067,91,-1.032258064516129
960.0,962.2999877929688,915.2999877929688,16.666067,77,-3.1134263974902217
932.5999755859376,972.4000244140624,923.4500122070312,16.666067,83,3.810955156475108
969.9500122070312,973.25,946.0999755859376,16.666067,22,-1.586641915031694
945.0499877929688,951.7000122070312,906.9500122070312,16.666067,25,-4.104321623501712
920.0499877929688,925.0999755859376,899.3499755859375,16.666067,99,0.554913231218854
923.9500122070312,935.7000122070312,910.0,16.666067,86,1.0108185167502857
929.4500122070312,929.4500122070312,881.5,16.666067,100,-2.693780931094024
895.0,924.5,891.25,16.666067,25,2.17354911642036
928.6500244140624,928.6500244140624,897.0,16.666067,22,-0.5114267907542165
923.5499877929688,931.5999755859376,912.3499755859376,16.666067,81,0.6562397550155739
938.75,938.75,926.1500244140624,16.666067,57,1.021408729625794
930.1500244140624,933.1500244140624,898.75,16.666067,28,-2.194258808885516
952.75,955.6500244140624,928.6500244140624,16.666067,19,4.63543659737289
954.0499877929688,968.7999877929688,930.3499755859376,16.666067,100,-0.4677084607638795
953.4000244140624,955.0,920.4000244140624,16.666067,92,-1.9746581000033
923.0,929.7999877929688,904.5499877929688,15.788576,10,-2.28
906.8499755859376,915.9500122070312,883.2000122070312,15.788576,40,-2.19
881.0,884.9000244140625,855.0,15.788576,17,-3.2
859.75,888.0,859.0,15.788576,64,2.18
880.0,903.9500122070312,875.25,15.788576,51,1.07
886.9500122070312,890.8499755859375,862.3499755859375,15.788576,75,-2.41
868.0,879.9500122070312,857.3499755859375,15.788576,100,0.67
