Open,High,Low,P/E Ratio,Google Trends,Price Change
1637.75,1639.75,1630.199951171875,19.880453,97,-0.0396900878682643
1642.0,1644.4000244140625,1631.1500244140625,19.880453,90,0.0885757292659235
1656.0,1662.0,1621.1500244140625,19.880453,97,-0.1007002755419391
1646.800048828125,1646.800048828125,1623.199951171875,19.880453,26,-0.6078607791425249
1634.0,1639.949951171875,1624.5999755859375,19.880453,21,0.6392344402832719
1639.0,1644.800048828125,1632.0,19.880453,100,0.2717850983932137
1646.0,1649.9000244140625,1642.0,19.880453,91,0.2223110144475392
1638.300048828125,1647.75,1634.0999755859375,19.880453,84,-0.516576027970123
1638.0,1648.5,1630.0999755859375,19.880453,24,0.5834050589810778
1654.0,1654.0,1638.0,19.880453,21,0.2338278521674764
1650.4000244140625,1652.5,1639.199951171875,19.880453,100,-0.3908232355131232
1654.0,1670.0,1647.050048828125,19.880453,92,1.3808595921133326
1674.0,1674.0,1657.050048828125,19.880453,85,-0.0390030255361048
1667.0,1677.800048828125,1664.050048828125,19.880453,21,0.3001290642904886
1678.0,1678.0,1664.1500244140625,19.880453,16,-0.1286634792527582
1671.8499755859375,1698.9000244140625,1671.0999755859375,19.880453,91,1.558005707050277
1699.199951171875,1719.0,1699.1500244140625,19.880453,78,0.8083520637934768
1716.5,1744.949951171875,1707.550048828125,19.880453,94,1.913956755743342
1749.0,1766.3499755859375,1740.25,19.880453,23,1.0682344462352888
1765.0,1781.6500244140625,1754.25,19.880453,19,0.4688032600916103
1760.1500244140625,1788.0,1760.1500244140625,19.880453,100,0.6249781653599944
1773.050048828125,1788.0,1768.050048828125,19.880453,100,0.2445042800084833
1777.0,1778.199951171875,1750.0,19.880453,95,-1.726985763608022
1748.800048828125,1751.449951171875,1724.4000244140625,19.880453,22,-1.1753616123575146
1724.0,1742.0,1720.0999755859375,19.880453,19,-0.337755693619135
1715.6500244140625,1726.1500244140625,1673.3499755859375,19.880453,87,-2.5605348408142827
1674.5,1690.6500244140625,1653.0,19.880453,85,-1.4476798802578774
1652.199951171875,1659.0,1613.0,19.880453,19,-2.404004162460255
1630.0,1656.800048828125,1622.0,19.880453,15,2.0552601679104336
1649.5,1656.75,1628.699951171875,19.880453,100,-1.0841600123974136
1639.0,1665.449951171875,1632.5,19.880453,85,1.7910173323172955
1664.449951171875,1664.449951171875,1643.25,19.880453,81,-0.685756992699793
1656.050048828125,1692.050048828125,1654.0,19.880453,18,2.2471214770404297
1694.0,1698.0,1675.5,19.880453,16,-0.2369527905840769
1680.0999755859375,1707.949951171875,1680.0999755859375,19.880453,99,0.932253041374523
1694.949951171875,1697.6500244140625,1665.199951171875,19.880453,55,-1.5678329008423986
1663.0999755859375,1691.0,1654.0999755859375,19.880453,64,0.5199743624258515
1715.0,1748.1500244140625,1711.050048828125,19.880453,24,2.785621563517608
1730.050048828125,1740.0,1710.699951171875,19.880453,17,-0.8185285326211681
1705.050048828125,1746.5,1705.050048828125,19.880453,100,1.2393922250636036
1738.0999755859375,1768.6500244140625,1738.0999755859375,19.880453,96,0.7979015552677228
1755.0,1757.8499755859375,1728.699951171875,19.880453,100,-0.3572142950184024
1742.0,1751.0,1728.9000244140625,19.880453,25,-0.5277086792103002
1726.1500244140625,1764.0,1725.0999755859375,19.880453,20,1.0177617870497346
1742.0,1754.75,1724.199951171875,19.880453,97,-0.9846733590432268
1728.0,1738.9000244140625,1719.4000244140625,19.880453,77,0.0634137900045764
1733.0,1744.0999755859375,1726.0999755859375,19.880453,56,0.0921874575827278
1745.0,1745.0,1710.9000244140625,19.880453,23,-1.3354096926340866
1703.0,1762.699951171875,1697.9000244140625,19.880453,18,2.552359875336021
1771.5,1771.5,1745.3499755859375,19.880453,99,-0.1479065689363428
1744.300048828125,1760.949951171875,1738.0,19.880453,100,-0.4956531076413616
1752.0,1761.800048828125,1745.8499755859375,19.880453,88,0.4523146845434268
1754.550048828125,1782.800048828125,1751.199951171875,19.773449,100,0.68
1772.0,1775.0,1708.6500244140625,19.773449,77,-2.72
1716.75,1729.4000244140625,1673.0,19.773449,2,-2.14
1673.0999755859375,1704.8499755859375,1672.0999755859375,19.773449,25,0.68
1700.0,1718.9000244140625,1695.0,19.773449,80,0.73
1714.0,1753.75,1702.699951171875,19.773449,99,2.18
1749.4000244140625,1759.0,1734.199951171875,19.773449,50,-0.06
1743.55,1754.3,1729.55,19.773449,46,4.399975585937455
