Date,Open,High,Low,P/E Ratio,Google Trends,Price Change,Closing Price
2015-01-01,486.03485569370446,490.9001098262346,483.8233600060702,9.5759535,70,,489.917236328125
2015-01-02,488.7377654019715,508.54284859771263,488.7377654019715,9.5759535,94,2.6783013513223946,503.0386962890625
2015-01-05,501.3677943256142,516.9955736092614,498.0259941765163,9.5759535,39,2.344661703179384,514.833251953125
2015-01-06,505.5450446552558,505.5450446552558,490.7035336120585,9.5759535,0,-4.276435122681276,492.8167419433594
2015-01-07,486.5262700469677,491.83381700933006,480.82554338657275,9.5759535,93,-1.5057882039324848,485.3959655761719
2015-01-08,495.372241481361,505.9873667885045,492.4235905098951,9.5759535,90,3.675210800319764,503.23529052734375
2015-01-09,512.3269002708498,515.9635928235059,506.6753473773225,9.5759535,100,2.011714483686915,513.3589477539062
2015-01-12,509.6239678520911,515.7178441337211,502.4981047211796,9.5759535,36,0.0,513.3589477539062
2015-01-13,511.44229484932,516.7006981479931,506.42960991428185,9.5759535,0,-0.5456686838571929,510.5577087402344
2015-01-14,512.5726260414392,517.6344546136779,505.1518708779753,9.5759535,93,0.17325808706598433,511.4422912597656
2015-01-15,519.2562679397355,526.8244547298824,514.7841630759011,9.5759535,72,2.421459685310665,523.82666015625
2015-01-16,522.0082812873003,526.6278472091882,513.4572215031873,9.5759535,100,-1.3509778644049155,516.7498779296875
2015-01-19,517.4870737532806,530.3627770447933,514.1944172605595,9.5759535,0,2.4251071585071866,529.2816162109375
2015-01-20,529.5274035109983,551.3964917385235,525.5958486492503,9.5759535,0,3.8440222561766655,549.6273193359375
2015-01-21,547.3174853902722,548.8900829355837,536.6532173354683,9.5759535,83,-1.3769761870336945,542.05908203125
2015-01-22,541.2236110596707,558.9646287608662,539.1595767746181,9.5759535,59,2.7198557475338627,556.8023071289062
2015-01-23,565.1567868944861,581.0302842202559,564.173913434727,9.5759535,90,3.8746640367288054,578.3765258789062
2015-01-27,585.8463822641744,597.296948189517,585.8463822641744,9.5759535,29,2.7359929236868124,594.2008666992188
2015-01-28,588.7459289890261,588.9425036800293,576.9513262612852,9.5759535,0,-2.5390670139769482,579.1137084960938
2015-01-29,575.9684563266794,590.416817471275,570.660939637151,9.5759535,82,1.5953818000655342,588.352783203125
2015-01-30,591.1049044084958,594.3484478780147,571.1524493332124,9.5759535,87,-2.2468943641896133,575.1331176757812
2015-02-02,577.7376725174369,585.69906942507,570.9066711266541,9.5759535,35,1.2560780924847457,582.3572387695312
2015-02-03,587.4190250503206,601.9165602330306,585.9938888439867,9.5759535,0,1.8227836108152933,592.9723510742188
2015-02-04,596.2649739743327,596.2649739743327,578.1308667829817,9.5759535,95,-1.9724847273757704,581.2760620117188
2015-02-05,580.8828807151231,592.5791354635895,572.0369589862038,9.5759535,94,-0.372001129401645,579.1137084960938
2015-02-06,557.3428229534676,562.2080766431386,542.7470618844546,9.5759535,100,-5.023766891904354,550.0203857421875
2015-02-09,540.584745236989,544.9585622615916,532.0336252375064,9.5759535,27,-3.0289515636294553,533.3605346679688
2015-02-10,534.6874810510777,558.2766266018021,534.0485829686859,9.5759535,22,3.9528280284471884,554.443359375
2015-02-11,557.2937949592963,561.6184386197239,543.8774799257103,9.5759535,63,-0.9218075737560547,549.3324584960938
2015-02-12,552.5758886440656,556.3108684472425,543.0419553936566,9.5759535,65,0.518862615459126,552.1827392578125
2015-02-13,553.0673713816457,557.4903629786749,545.4991844329716,9.5759535,100,0.667505843398038,555.8685913085938
2015-02-16,559.2594606527645,570.5134522176213,555.8194036964584,9.5759535,32,1.52062877559018,564.3212890625
2015-02-18,562.8961541025052,576.9513046157012,551.0523778294722,9.5759535,0,1.767832884843346,574.2975463867188
2015-02-19,575.9684828020712,582.4063952183662,562.3064197982943,9.5759535,100,-1.3263592336553307,566.6802978515625
2015-02-20,569.5797509835842,574.9856159641716,562.4538876640817,9.5759535,37,0.5810335301131241,569.972900390625
2015-02-23,572.036956954103,574.4450272272247,562.2572751607731,9.5759535,0,-0.9829269055332178,564.3704833984375
